,Nombre,Tipo,Provincia,Poblacion,lon,lat,uri
737,Pueyo de Santa Cruz,Municipio,provincia de Huesca,318.0,0.1564,41.8578,http://www.wikidata.org/entity/Q1842660
738,Laluenga,Municipio,provincia de Huesca,197.0,-0.0461,42.0058,http://www.wikidata.org/entity/Q1651308
739,Pozán de Vero,Municipio,provincia de Huesca,228.0,0.0319,42.0814,http://www.wikidata.org/entity/Q1651290
740,Yebra de Basa,Municipio,provincia de Huesca,143.0,-0.2808,42.4875,http://www.wikidata.org/entity/Q1648692
741,Panticosa,Municipio,provincia de Huesca,784.0,-0.2844,42.7242,http://www.wikidata.org/entity/Q1644079
742,Tolva,Municipio,provincia de Huesca,121.0,0.565,42.1147,http://www.wikidata.org/entity/Q1020532
743,"Grado, El",Municipio,provincia de Huesca,400.0,0.2231,42.1514,http://www.wikidata.org/entity/Q1644415
744,"Peñas de Riglos, Las",Municipio,provincia de Huesca,248.0,-0.7267,42.3489,http://www.wikidata.org/entity/Q1768883
745,Siétamo,Municipio,provincia de Huesca,679.0,-0.2825,42.1245,http://www.wikidata.org/entity/Q1919770
746,Abizanda,Municipio,provincia de Huesca,150.0,0.1986,42.2439,http://www.wikidata.org/entity/Q1656410
747,Camporrélls,Municipio,provincia de Huesca,134.0,0.5234,41.9599,http://www.wikidata.org/entity/Q985141
748,Ilche,Municipio,provincia de Huesca,211.0,0.0567,41.9571,http://www.wikidata.org/entity/Q1651332
749,Fonz,Municipio,provincia de Huesca,859.0,0.2583,42.0098,http://www.wikidata.org/entity/Q1993784
750,Adahuesca,Municipio,provincia de Huesca,177.0,-0.0075,42.1444,http://www.wikidata.org/entity/Q1651346
751,San Miguel del Cinca,Municipio,provincia de Huesca,795.0,0.1242,41.8178,http://www.wikidata.org/entity/Q1906780
752,Chía,Municipio,provincia de Huesca,83.0,0.466,42.5207,http://www.wikidata.org/entity/Q987432
753,Campo,Municipio,provincia de Huesca,278.0,0.3972,42.4098,http://www.wikidata.org/entity/Q986729
754,Monflorite-Lascasas,Municipio,provincia de Huesca,404.0,-0.355,42.0956,http://www.wikidata.org/entity/Q1906925
755,"Fueva, La",Municipio,provincia de Huesca,587.0,0.2722,42.3697,http://www.wikidata.org/entity/Q1769349
756,Azlor,Municipio,provincia de Huesca,143.0,-0.0436,42.0972,http://www.wikidata.org/entity/Q1651304
757,Yésero,Municipio,provincia de Huesca,57.0,-0.25,42.6189,http://www.wikidata.org/entity/Q1648378
758,Sabiñánigo,Municipio,provincia de Huesca,9238.0,-0.3643,42.5186,http://www.wikidata.org/entity/Q1552975
759,Antillón,Municipio,provincia de Huesca,140.0,-0.1667,42.0333,http://www.wikidata.org/entity/Q1657221
760,Tierz,Municipio,provincia de Huesca,771.0,-0.3536,42.1322,http://www.wikidata.org/entity/Q2047626
761,Alcolea de Cinca,Municipio,provincia de Huesca,1155.0,0.1175,41.7219,http://www.wikidata.org/entity/Q1770866
762,Estada,Municipio,provincia de Huesca,208.0,0.2339,42.0719,http://www.wikidata.org/entity/Q1651360
763,Colungo,Municipio,provincia de Huesca,110.0,0.0642,42.1725,http://www.wikidata.org/entity/Q1651311
764,Castillazuelo,Municipio,provincia de Huesca,162.0,0.0645,42.0684,http://www.wikidata.org/entity/Q1651300
765,Sena,Municipio,provincia de Huesca,495.0,-0.0436,41.7156,http://www.wikidata.org/entity/Q1020526
766,San Juan de Plan,Municipio,provincia de Huesca,153.0,0.345,42.5881,http://www.wikidata.org/entity/Q1766208
767,Olvena,Municipio,provincia de Huesca,55.0,0.2617,42.1086,http://www.wikidata.org/entity/Q1644091
768,Huerto,Municipio,provincia de Huesca,206.0,-0.1661,41.9325,http://www.wikidata.org/entity/Q987415
769,Valle de Hecho,Municipio,provincia de Huesca,822.0,-0.7503,42.7389,http://www.wikidata.org/entity/Q1766550
770,"Pueyo de Araguás, El",Municipio,provincia de Huesca,161.0,0.1617,42.4413,http://www.wikidata.org/entity/Q1648705
771,Almunia de San Juan,Municipio,provincia de Huesca,658.0,0.2464,41.9372,http://www.wikidata.org/entity/Q1906774
772,Jasa,Municipio,provincia de Huesca,92.0,-0.6668,42.6933,http://www.wikidata.org/entity/Q1646117
773,Arguis,Municipio,provincia de Huesca,127.0,-0.4378,42.3161,http://www.wikidata.org/entity/Q1772283
774,Fago,Municipio,provincia de Huesca,22.0,-0.8656,42.7353,http://www.wikidata.org/entity/Q987441
775,Capella,Municipio,provincia de Huesca,349.0,0.3955,42.1977,http://www.wikidata.org/entity/Q1020508
776,Bárcabo,Municipio,provincia de Huesca,103.0,0.0711,42.2436,http://www.wikidata.org/entity/Q1769767
777,Castigaleu,Municipio,provincia de Huesca,84.0,0.5811,42.205,http://www.wikidata.org/entity/Q987456
778,Alcubierre,Municipio,provincia de Huesca,360.0,-0.4517,41.8083,http://www.wikidata.org/entity/Q987381
779,Tella-Sin,Municipio,provincia de Huesca,232.0,0.1972,42.5439,http://www.wikidata.org/entity/Q1765924
780,Broto,Municipio,provincia de Huesca,522.0,-0.119,42.6038,http://www.wikidata.org/entity/Q1752817
781,Laspuña,Municipio,provincia de Huesca,298.0,0.1553,42.5042,http://www.wikidata.org/entity/Q1649569
782,Albero Alto,Municipio,provincia de Huesca,117.0,-0.3368,42.0501,http://www.wikidata.org/entity/Q987398
783,Azara,Municipio,provincia de Huesca,171.0,-0.0333,42.0667,http://www.wikidata.org/entity/Q1991028
784,Castejón del Puente,Municipio,provincia de Huesca,318.0,0.1547,41.9635,http://www.wikidata.org/entity/Q1651365
785,Bailo,Municipio,provincia de Huesca,267.0,-0.81,42.5108,http://www.wikidata.org/entity/Q1635407
786,Blecua y Torres,Municipio,provincia de Huesca,182.0,-0.1988,42.0686,http://www.wikidata.org/entity/Q1770021
787,Caldearenas,Municipio,provincia de Huesca,229.0,-0.4987,42.3969,http://www.wikidata.org/entity/Q1649596
788,Quicena,Municipio,provincia de Huesca,280.0,-0.36,42.1475,http://www.wikidata.org/entity/Q2000611
789,Abiego,Municipio,provincia de Huesca,248.0,-0.0681,42.1199,http://www.wikidata.org/entity/Q1643833
790,Igriés,Municipio,provincia de Huesca,723.0,-0.4304,42.2146,http://www.wikidata.org/entity/Q2047681
791,Castillonroy,Municipio,provincia de Huesca,313.0,0.5136,41.885,http://www.wikidata.org/entity/Q987426
792,Sesa,Municipio,provincia de Huesca,161.0,-0.244,41.9957,http://www.wikidata.org/entity/Q987448
793,Gistaín,Municipio,provincia de Huesca,142.0,0.3342,42.5911,http://www.wikidata.org/entity/Q1769369
794,Salas Altas,Municipio,provincia de Huesca,316.0,0.0714,42.1153,http://www.wikidata.org/entity/Q1651354
795,Alquézar,Municipio,provincia de Huesca,303.0,0.0272,42.1739,http://www.wikidata.org/entity/Q1921204
796,Torla-Ordesa,Municipio,provincia de Huesca,304.0,-0.1122,42.6278,http://www.wikidata.org/entity/Q1765558
797,Valverde de los Arroyos,Municipio,provincia de Guadalajara,94.0,-3.2333,41.1292,http://www.wikidata.org/entity/Q594289
798,Anquela del Ducado,Municipio,provincia de Guadalajara,50.0,-2.1289,40.9717,http://www.wikidata.org/entity/Q620829
799,Sigüenza,Municipio,provincia de Guadalajara,4309.0,-2.6392,41.0692,http://www.wikidata.org/entity/Q47475
800,Castilforte,Municipio,provincia de Guadalajara,55.0,-2.4308,40.5586,http://www.wikidata.org/entity/Q519701
801,Alhóndiga,Municipio,provincia de Guadalajara,157.0,-2.8217,40.5269,http://www.wikidata.org/entity/Q620873
802,Aldeanueva de Guadalajara,Municipio,provincia de Guadalajara,86.0,-3.0458,40.6831,http://www.wikidata.org/entity/Q621706
803,Taravilla,Municipio,provincia de Guadalajara,38.0,-1.9689,40.6973,http://www.wikidata.org/entity/Q339355
804,"Recuenco, El",Municipio,provincia de Guadalajara,58.0,-2.3383,40.6167,http://www.wikidata.org/entity/Q282236
805,Valdesotos,Municipio,provincia de Guadalajara,26.0,-3.3283,40.9572,http://www.wikidata.org/entity/Q383525
806,Negredo,Municipio,provincia de Guadalajara,17.0,-2.8586,41.0269,http://www.wikidata.org/entity/Q548734
807,Baides,Municipio,provincia de Guadalajara,56.0,-2.7761,41.0069,http://www.wikidata.org/entity/Q601029
808,Brihuega,Municipio,provincia de Guadalajara,2410.0,-2.8692,40.7606,http://www.wikidata.org/entity/Q52615
809,Tordellego,Municipio,provincia de Guadalajara,48.0,-1.6702,40.7211,http://www.wikidata.org/entity/Q584623
810,Atienza,Municipio,provincia de Guadalajara,405.0,-2.87,41.1992,http://www.wikidata.org/entity/Q524820
811,Torija,Municipio,provincia de Guadalajara,1448.0,-3.0314,40.7433,http://www.wikidata.org/entity/Q507084
812,Matillas,Municipio,provincia de Guadalajara,105.0,-2.8431,40.9522,http://www.wikidata.org/entity/Q542686
813,Alovera,Municipio,provincia de Guadalajara,12735.0,-3.2481,40.5967,http://www.wikidata.org/entity/Q368801
814,Anguita,Municipio,provincia de Guadalajara,156.0,-2.3686,41.0258,http://www.wikidata.org/entity/Q620836
815,Auñón,Municipio,provincia de Guadalajara,142.0,-2.7917,40.5169,http://www.wikidata.org/entity/Q425740
816,Málaga del Fresno,Municipio,provincia de Guadalajara,180.0,-3.2461,40.7903,http://www.wikidata.org/entity/Q549011
817,Alustante,Municipio,provincia de Guadalajara,153.0,-1.6575,40.6164,http://www.wikidata.org/entity/Q620830
818,Alcoroches,Municipio,provincia de Guadalajara,126.0,-1.745,40.6281,http://www.wikidata.org/entity/Q621702
819,Hombrados,Municipio,provincia de Guadalajara,33.0,-1.6854,40.8014,http://www.wikidata.org/entity/Q534562
820,Alcolea del Pinar,Municipio,provincia de Guadalajara,320.0,-2.4656,41.0369,http://www.wikidata.org/entity/Q620833
821,Tierzo,Municipio,provincia de Guadalajara,49.0,-1.9305,40.7492,http://www.wikidata.org/entity/Q593530
822,Almoguera,Municipio,provincia de Guadalajara,1289.0,-2.9811,40.2989,http://www.wikidata.org/entity/Q620872
823,Alcolea de las Peñas,Municipio,provincia de Guadalajara,13.0,-2.7836,41.2106,http://www.wikidata.org/entity/Q620841
824,Escamilla,Municipio,provincia de Guadalajara,63.0,-2.5614,40.5508,http://www.wikidata.org/entity/Q568745
825,Arbeteta,Municipio,provincia de Guadalajara,22.0,-2.4017,40.6706,http://www.wikidata.org/entity/Q592376
826,Albendiego,Municipio,provincia de Guadalajara,49.0,-3.0517,41.2272,http://www.wikidata.org/entity/Q181205
827,Guadalajara,Municipio,provincia de Guadalajara,85871.0,-3.1667,40.6333,http://www.wikidata.org/entity/Q11953
828,Piqueras,Municipio,provincia de Guadalajara,55.0,-1.7206,40.6636,http://www.wikidata.org/entity/Q541954
829,Campisábalos,Municipio,provincia de Guadalajara,57.0,-3.1456,41.2672,http://www.wikidata.org/entity/Q281895
830,Henche,Municipio,provincia de Guadalajara,104.0,-2.7061,40.7158,http://www.wikidata.org/entity/Q582565
831,Tórtola de Henares,Municipio,provincia de Guadalajara,1044.0,-3.1242,40.7064,http://www.wikidata.org/entity/Q548550
832,Algora,Municipio,provincia de Guadalajara,70.0,-2.6653,40.9642,http://www.wikidata.org/entity/Q621700
833,Alaminos,Municipio,provincia de Guadalajara,60.0,-2.7247,40.8639,http://www.wikidata.org/entity/Q508707
834,Mandayona,Municipio,provincia de Guadalajara,294.0,-2.7483,40.9575,http://www.wikidata.org/entity/Q605073
835,Abánades,Municipio,provincia de Guadalajara,48.0,-2.4839,40.8939,http://www.wikidata.org/entity/Q620869
836,Durón,Municipio,provincia de Guadalajara,106.0,-2.7247,40.6264,http://www.wikidata.org/entity/Q544635
837,Alique,Municipio,provincia de Guadalajara,14.0,-2.6425,40.5875,http://www.wikidata.org/entity/Q302886
838,Alarilla,Municipio,provincia de Guadalajara,163.0,-3.1056,40.8489,http://www.wikidata.org/entity/Q620838
839,Lupiana,Municipio,provincia de Guadalajara,257.0,-3.0519,40.6114,http://www.wikidata.org/entity/Q385265
840,Poveda de la Sierra,Municipio,provincia de Guadalajara,114.0,-2.0272,40.6439,http://www.wikidata.org/entity/Q509857
841,Encinasola de los Comendadores,Municipio,provincia de Salamanca,164.0,-6.5325,41.0306,http://www.wikidata.org/entity/Q1648257
842,Navasfrías,Municipio,provincia de Salamanca,436.0,-6.82,40.2964,http://www.wikidata.org/entity/Q1646357
843,Barbadillo,Municipio,provincia de Salamanca,402.0,-5.8814,40.9319,http://www.wikidata.org/entity/Q1648454
844,San Cristóbal de la Cuesta,Municipio,provincia de Salamanca,1039.0,-5.6186,41.0303,http://www.wikidata.org/entity/Q1766229
845,"Maíllo, El",Municipio,provincia de Salamanca,260.0,-6.1808,40.5661,http://www.wikidata.org/entity/Q1648527
846,"Cabaco, El",Municipio,provincia de Salamanca,221.0,-6.1286,40.5658,http://www.wikidata.org/entity/Q1640774
847,Tejeda y Segoyuela,Municipio,provincia de Salamanca,92.0,-6.0225,40.6322,http://www.wikidata.org/entity/Q1648391
848,Galisancho,Municipio,provincia de Salamanca,378.0,-5.5547,40.7422,http://www.wikidata.org/entity/Q1650167
849,Sardón de los Frailes,Municipio,provincia de Salamanca,88.0,-6.2708,41.2119,http://www.wikidata.org/entity/Q1766065
850,Calzada de Don Diego,Municipio,provincia de Salamanca,152.0,-5.9022,40.9061,http://www.wikidata.org/entity/Q1648516
851,Gomecello,Municipio,provincia de Salamanca,442.0,-5.5344,41.0431,http://www.wikidata.org/entity/Q1651769
852,"Tejado, El",Municipio,provincia de Salamanca,96.0,-5.5225,40.4422,http://www.wikidata.org/entity/Q1648448
853,Encinas de Arriba,Municipio,provincia de Salamanca,237.0,-5.5586,40.7714,http://www.wikidata.org/entity/Q1651833
854,Éjeme,Municipio,provincia de Salamanca,126.0,-5.5389,40.7664,http://www.wikidata.org/entity/Q1648510
855,Añover de Tormes,Municipio,provincia de Salamanca,86.0,-5.915,41.1361,http://www.wikidata.org/entity/Q1648537
856,Anaya de Alba,Municipio,provincia de Salamanca,201.0,-5.4922,40.7286,http://www.wikidata.org/entity/Q1765316
857,Olmedo de Camaces,Municipio,provincia de Salamanca,112.0,-6.6236,40.8792,http://www.wikidata.org/entity/Q1651764
858,Hinojosa de Duero,Municipio,provincia de Salamanca,659.0,-6.7961,40.9861,http://www.wikidata.org/entity/Q1651850
859,Terradillos,Municipio,provincia de Salamanca,3046.0,-5.5425,40.8397,http://www.wikidata.org/entity/Q1650177
860,"Payo, El",Municipio,provincia de Salamanca,338.0,-6.7267,40.2875,http://www.wikidata.org/entity/Q1646351
861,Bogajo,Municipio,provincia de Salamanca,134.0,-6.5297,40.9075,http://www.wikidata.org/entity/Q1648226
862,Cristóbal,Municipio,provincia de Salamanca,157.0,-5.9106,40.4653,http://www.wikidata.org/entity/Q1651917
863,Almendra,Municipio,provincia de Salamanca,146.0,-6.3411,41.2297,http://www.wikidata.org/entity/Q1650206
864,Alba de Yeltes,Municipio,provincia de Salamanca,207.0,-6.3186,40.6711,http://www.wikidata.org/entity/Q1650536
865,Sequeros,Municipio,provincia de Salamanca,237.0,-6.0244,40.5164,http://www.wikidata.org/entity/Q1766219
866,San Felices de los Gallegos,Municipio,provincia de Salamanca,395.0,-6.7087,40.85,http://www.wikidata.org/entity/Q1766223
867,Aldeanueva de la Sierra,Municipio,provincia de Salamanca,115.0,-6.0958,40.6147,http://www.wikidata.org/entity/Q1640781
868,Yecla de Yeltes,Municipio,provincia de Salamanca,235.0,-6.4389,40.9806,http://www.wikidata.org/entity/Q1648275
869,"Rinconada de la Sierra, La",Municipio,provincia de Salamanca,112.0,-6.0167,40.6169,http://www.wikidata.org/entity/Q1651943
870,Berrocal de Huebra,Municipio,provincia de Salamanca,70.0,-5.9994,40.7178,http://www.wikidata.org/entity/Q1640878
871,Horcajo de Montemayor,Municipio,provincia de Salamanca,138.0,-5.8936,40.4214,http://www.wikidata.org/entity/Q1751962
872,Gejuelo del Barro,Municipio,provincia de Salamanca,38.0,-6.1236,41.0772,http://www.wikidata.org/entity/Q1648239
873,Nava de Sotrobal,Municipio,provincia de Salamanca,155.0,-5.2864,40.8894,http://www.wikidata.org/entity/Q1648268
874,Navalmoral de Béjar,Municipio,provincia de Salamanca,59.0,-5.7828,40.4219,http://www.wikidata.org/entity/Q1648284
875,Garcirrey,Municipio,provincia de Salamanca,61.0,-6.13,40.9008,http://www.wikidata.org/entity/Q1648373
876,Armenteros,Municipio,provincia de Salamanca,198.0,-5.4494,40.5939,http://www.wikidata.org/entity/Q1651814
877,Calvarrasa de Abajo,Municipio,provincia de Salamanca,1163.0,-5.5539,40.9458,http://www.wikidata.org/entity/Q1640886
878,Morasverdes,Municipio,provincia de Salamanca,254.0,-6.2756,40.6017,http://www.wikidata.org/entity/Q1650224
879,Cabrillas,Municipio,provincia de Salamanca,370.0,-6.1803,40.7414,http://www.wikidata.org/entity/Q1640871
880,Cordovilla,Municipio,provincia de Salamanca,118.0,-5.4058,40.9508,http://www.wikidata.org/entity/Q1651775
881,San Martín del Castañar,Municipio,provincia de Salamanca,223.0,-6.0647,40.5231,http://www.wikidata.org/entity/Q1643355
882,Tarazona de Guareña,Municipio,provincia de Salamanca,305.0,-5.2497,41.1708,http://www.wikidata.org/entity/Q1648232
883,San Esteban de la Sierra,Municipio,provincia de Salamanca,343.0,-5.9057,40.5068,http://www.wikidata.org/entity/Q1755939
884,Alconada,Municipio,provincia de Salamanca,149.0,-5.3633,40.9114,http://www.wikidata.org/entity/Q1648532
885,Encinas de Abajo,Municipio,provincia de Salamanca,633.0,-5.4708,40.935,http://www.wikidata.org/entity/Q1651897
886,Berrocal de Salvatierra,Municipio,provincia de Salamanca,84.0,-5.6894,40.6333,http://www.wikidata.org/entity/Q1651966
887,Chagarcía Medianero,Municipio,provincia de Salamanca,82.0,-5.3822,40.6486,http://www.wikidata.org/entity/Q1651955
888,Navamorales,Municipio,provincia de Salamanca,51.0,-5.4761,40.4761,http://www.wikidata.org/entity/Q1640768
889,Sotoserrano,Municipio,provincia de Salamanca,573.0,-6.0325,40.4353,http://www.wikidata.org/entity/Q1650210
890,Colmenar de Montemayor,Municipio,provincia de Salamanca,182.0,-5.9594,40.3994,http://www.wikidata.org/entity/Q1640815
891,Robleda,Municipio,provincia de Salamanca,492.0,-6.6083,40.385,http://www.wikidata.org/entity/Q1646395
892,Herguijuela de la Sierra,Municipio,provincia de Salamanca,250.0,-6.0667,40.4336,http://www.wikidata.org/entity/Q1651800
893,Aldeacipreste,Municipio,provincia de Salamanca,109.0,-5.8961,40.3806,http://www.wikidata.org/entity/Q1648494
894,Aldeatejada,Municipio,provincia de Salamanca,2064.0,-5.6925,40.9233,http://www.wikidata.org/entity/Q1650475
895,Cabezabellosa de la Calzada,Municipio,provincia de Salamanca,77.0,-5.4903,41.0436,http://www.wikidata.org/entity/Q1651906
896,Arapiles,Municipio,provincia de Salamanca,660.0,-5.6447,40.8942,http://www.wikidata.org/entity/Q1641154
897,Aldehuela de Yeltes,Municipio,provincia de Salamanca,190.0,-6.2439,40.6633,http://www.wikidata.org/entity/Q1765186
898,Herguijuela del Campo,Municipio,provincia de Salamanca,80.0,-5.8667,40.6336,http://www.wikidata.org/entity/Q1651782
899,Peñaparda,Municipio,provincia de Salamanca,353.0,-6.6703,40.3208,http://www.wikidata.org/entity/Q1764574
900,Pereña de la Ribera,Municipio,provincia de Salamanca,345.0,-6.5242,41.24,http://www.wikidata.org/entity/Q1755979
901,Nava de Francia,Municipio,provincia de Salamanca,126.0,-6.1169,40.5356,http://www.wikidata.org/entity/Q1648242
902,Cilleros de la Bastida,Municipio,provincia de Salamanca,26.0,-6.0611,40.5761,http://www.wikidata.org/entity/Q1640895
903,Navarredonda de la Rinconada,Municipio,provincia de Salamanca,169.0,-6.0067,40.6067,http://www.wikidata.org/entity/Q1648383
904,Carrascal de Barregas,Municipio,provincia de Salamanca,1206.0,-5.7625,40.9781,http://www.wikidata.org/entity/Q1648479
905,Aldeaseca de Alba,Municipio,provincia de Salamanca,70.0,-5.4486,40.8186,http://www.wikidata.org/entity/Q1640761
906,"Tornadizo, El",Municipio,provincia de Salamanca,93.0,-5.8925,40.5428,http://www.wikidata.org/entity/Q1640753
907,Coca de Alba,Municipio,provincia de Salamanca,109.0,-5.3622,40.8772,http://www.wikidata.org/entity/Q1651744
908,Escurial de la Sierra,Municipio,provincia de Salamanca,239.0,-5.9556,40.6172,http://www.wikidata.org/entity/Q1648441
909,Aldehuela de la Bóveda,Municipio,provincia de Salamanca,275.0,-6.0486,40.8444,http://www.wikidata.org/entity/Q1651757
910,Cespedosa de Tormes,Municipio,provincia de Salamanca,495.0,-5.5811,40.5433,http://www.wikidata.org/entity/Q1640854
911,Espadaña,Municipio,provincia de Salamanca,31.0,-6.2858,41.0625,http://www.wikidata.org/entity/Q1640849
912,Torresmenudas,Municipio,provincia de Salamanca,190.0,-5.7861,41.1022,http://www.wikidata.org/entity/Q1648697
913,Tardáguila,Municipio,provincia de Salamanca,208.0,-5.5756,41.1147,http://www.wikidata.org/entity/Q1648252
914,Fuenteliante,Municipio,provincia de Salamanca,101.0,-6.5731,40.8739,http://www.wikidata.org/entity/Q1651789
915,Serradilla del Arroyo,Municipio,provincia de Salamanca,261.0,-6.36,40.5214,http://www.wikidata.org/entity/Q1766084
916,Villarmuerto,Municipio,provincia de Salamanca,40.0,-6.3622,41.0564,http://www.wikidata.org/entity/Q1648221
917,Santa Marta de Tormes,Municipio,provincia de Salamanca,14805.0,-5.6325,40.9494,http://www.wikidata.org/entity/Q1648843
918,Buenamadre,Municipio,provincia de Salamanca,127.0,-6.2497,40.8575,http://www.wikidata.org/entity/Q1650519
919,San Miguel del Robledo,Municipio,provincia de Salamanca,56.0,-6.0455,40.537,http://www.wikidata.org/entity/Q1648205
920,Saucelle,Municipio,provincia de Salamanca,276.0,-6.7531,41.0475,http://www.wikidata.org/entity/Q1650196
921,Valverde de Valdelacasa,Municipio,provincia de Salamanca,71.0,-5.7817,40.4814,http://www.wikidata.org/entity/Q1648209
922,Aldeavieja de Tormes,Municipio,provincia de Salamanca,104.0,-5.6172,40.5833,http://www.wikidata.org/entity/Q1648549
923,Cantalpino,Municipio,provincia de Salamanca,851.0,-5.3281,41.0528,http://www.wikidata.org/entity/Q1640807
924,Sanchón de la Ribera,Municipio,provincia de Salamanca,80.0,-6.4133,41.0878,http://www.wikidata.org/entity/Q1766089
925,Pozos de Hinojo,Municipio,provincia de Salamanca,51.0,-6.4111,40.9122,http://www.wikidata.org/entity/Q1750992
926,Carbajosa de la Sagrada,Municipio,provincia de Salamanca,7116.0,-5.6514,40.9331,http://www.wikidata.org/entity/Q1640862
927,Campillo de Azaba,Municipio,provincia de Salamanca,159.0,-6.6886,40.5111,http://www.wikidata.org/entity/Q1648490
928,Fuenterroble de Salvatierra,Municipio,provincia de Salamanca,268.0,-5.7339,40.5647,http://www.wikidata.org/entity/Q1650181
929,Trabanca,Municipio,provincia de Salamanca,184.0,-6.3847,41.2331,http://www.wikidata.org/entity/Q1648369
930,Cipérez,Municipio,provincia de Salamanca,271.0,-6.2639,40.9628,http://www.wikidata.org/entity/Q1640795
931,Tordillos,Municipio,provincia de Salamanca,347.0,-5.3525,40.8542,http://www.wikidata.org/entity/Q1648261
932,"Orbada, La",Municipio,provincia de Salamanca,199.0,-5.4853,41.1033,http://www.wikidata.org/entity/Q1651931
933,"Redonda, La",Municipio,provincia de Salamanca,75.0,-6.7492,40.9089,http://www.wikidata.org/entity/Q1648715
934,Herguijuela de Ciudad Rodrigo,Municipio,provincia de Salamanca,78.0,-6.5181,40.4472,http://www.wikidata.org/entity/Q1651794
935,Santibáñez de Béjar,Municipio,provincia de Salamanca,461.0,-5.6117,40.4881,http://www.wikidata.org/entity/Q1766216
936,Dios le Guarde,Municipio,provincia de Salamanca,121.0,-6.3144,40.6425,http://www.wikidata.org/entity/Q1650163
937,San Miguel de Valero,Municipio,provincia de Salamanca,334.0,-5.9167,40.5333,http://www.wikidata.org/entity/Q1648214
938,"Milano, El",Municipio,provincia de Salamanca,106.0,-6.5981,41.0925,http://www.wikidata.org/entity/Q1648672
939,Molinillo,Municipio,provincia de Salamanca,39.0,-5.945,40.4689,http://www.wikidata.org/entity/Q1648702
940,Santiago de la Puebla,Municipio,provincia de Salamanca,310.0,-5.2786,40.8019,http://www.wikidata.org/entity/Q1650219
941,Moronta,Municipio,provincia de Salamanca,71.0,-6.4322,40.9781,http://www.wikidata.org/entity/Q1768571
942,Palaciosrubios,Municipio,provincia de Salamanca,335.0,-5.1953,41.0525,http://www.wikidata.org/entity/Q1768274
943,Boada,Municipio,provincia de Salamanca,302.0,-6.3058,40.8161,http://www.wikidata.org/entity/Q1777965
944,Santa María de Sando,Municipio,provincia de Salamanca,110.0,-6.1133,40.9783,http://www.wikidata.org/entity/Q1905427
945,Saldeana,Municipio,provincia de Salamanca,105.0,-6.64,41.0206,http://www.wikidata.org/entity/Q1904304
946,Pedraza de Alba,Municipio,provincia de Salamanca,235.0,-5.375,40.7542,http://www.wikidata.org/entity/Q1768537
947,Palencia de Negrilla,Municipio,provincia de Salamanca,154.0,-5.6022,41.0939,http://www.wikidata.org/entity/Q1768209
948,Tenebrón,Municipio,provincia de Salamanca,140.0,-6.355,40.6239,http://www.wikidata.org/entity/Q1766869
949,Espeja,Municipio,provincia de Salamanca,222.0,-6.7167,40.5636,http://www.wikidata.org/entity/Q1769919
950,"Cerro, El",Municipio,provincia de Salamanca,407.0,-5.9167,40.3169,http://www.wikidata.org/entity/Q1770005
951,Puerto Seguro,Municipio,provincia de Salamanca,57.0,-6.7611,40.8264,http://www.wikidata.org/entity/Q1766763
952,Navales,Municipio,provincia de Salamanca,325.0,-5.48,40.7889,http://www.wikidata.org/entity/Q1768639
953,Zorita de la Frontera,Municipio,provincia de Salamanca,164.0,-5.2139,41.0142,http://www.wikidata.org/entity/Q1766713
954,San Morales,Municipio,provincia de Salamanca,334.0,-5.5028,40.9931,http://www.wikidata.org/entity/Q1905253
955,Robliza de Cojos,Municipio,provincia de Salamanca,198.0,-5.9769,40.8675,http://www.wikidata.org/entity/Q1767853
956,"Pedroso de la Armuña, El",Municipio,provincia de Salamanca,214.0,-5.3997,41.0803,http://www.wikidata.org/entity/Q1768261
957,Villar de Samaniego,Municipio,provincia de Salamanca,88.0,-6.4333,41.1169,http://www.wikidata.org/entity/Q1766776
958,Golpejas,Municipio,provincia de Salamanca,151.0,-5.9067,40.9997,http://www.wikidata.org/entity/Q1778020
959,Valdelageve,Municipio,provincia de Salamanca,76.0,-5.9894,40.3692,http://www.wikidata.org/entity/Q1767876
960,Arcediano,Municipio,provincia de Salamanca,107.0,-5.5603,41.0933,http://www.wikidata.org/entity/Q1777910
961,Valdunciel,Municipio,provincia de Salamanca,98.0,-5.6714,41.0853,http://www.wikidata.org/entity/Q1766596
962,"Alberguería de Argañán, La",Municipio,provincia de Salamanca,112.0,-6.8142,40.4119,http://www.wikidata.org/entity/Q1777895
963,Quintanilla de Onsoña,Municipio,provincia de Palencia,179.0,-4.6636,42.4692,http://www.wikidata.org/entity/Q486593
964,Herrera de Pisuerga,Municipio,provincia de Palencia,1966.0,-4.3322,42.5931,http://www.wikidata.org/entity/Q567563
965,Nogal de las Huertas,Municipio,provincia de Palencia,41.0,-4.6414,42.3922,http://www.wikidata.org/entity/Q510205
966,Palencia,Municipio,provincia de Palencia,78412.0,-4.5333,42.0167,http://www.wikidata.org/entity/Q8378
967,Alar del Rey,Municipio,provincia de Palencia,934.0,-4.3086,42.6603,http://www.wikidata.org/entity/Q572336
968,Aguilar de Campoo,Municipio,provincia de Palencia,6744.0,-4.2603,42.7925,http://www.wikidata.org/entity/Q398349
969,Villamediana,Municipio,provincia de Palencia,175.0,-4.3614,42.0497,http://www.wikidata.org/entity/Q521159
